Adelaide,1962,jul,18.8
Adelaide,1962,may,14.4
Adelaide,1962,oct,18.7
Adelaide,1962,apr,NULL
Adelaide,1962,mar,NULL
Adelaide,1962,aug,14.2
Adelaide,1962,jan,NULL
Adelaide,1962,dec,11.5
Adelaide,1962,feb,NULL
Adelaide,1962,sep,22.9
Adelaide,1962,nov,12.4
Adelaide,1962,jun,18.6
Adelaide,1963,jul,19
Adelaide,1963,may,18.6
Adelaide,1963,oct,14.2
Adelaide,1963,apr,14.2
Adelaide,1963,mar,14.1
Adelaide,1963,aug,15
Adelaide,1963,jan,10.3
Adelaide,1963,dec,6.7
Adelaide,1963,feb,10.5
Adelaide,1963,sep,24.3
Adelaide,1963,nov,16.6
Adelaide,1963,jun,13.8
Adelaide,1964,jul,11.3
Adelaide,1964,may,18.5
Adelaide,1964,oct,23.3
Adelaide,1964,apr,10.9
Adelaide,1964,mar,15.5
Adelaide,1964,aug,9.9
Adelaide,1964,jan,5.9
Adelaide,1964,dec,7.9
Adelaide,1964,feb,8.4
Adelaide,1964,sep,17.8
Adelaide,1964,nov,12.6
Adelaide,1964,jun,14.8
Adelaide,1965,jul,9.9
Adelaide,1965,may,12.9
Adelaide,1965,oct,13.3
Adelaide,1965,apr,10.1
Adelaide,1965,mar,17
Adelaide,1965,aug,12.4
Adelaide,1965,jan,4
Adelaide,1965,dec,6.9
Adelaide,1965,feb,7
Adelaide,1965,sep,17.9
Adelaide,1965,nov,13.9
Adelaide,1965,jun,15
Adelaide,1966,jul,11.5
Adelaide,1966,may,7.6
Adelaide,1966,oct,17.4
Adelaide,1966,apr,15.6
Adelaide,1966,mar,8.7
Adelaide,1966,aug,16.8
Adelaide,1966,jan,6.4
Adelaide,1966,dec,7.4
Adelaide,1966,feb,7.2
Adelaide,1966,sep,15.6
Adelaide,1966,nov,9.6
Adelaide,1966,jun,12.6
Adelaide,1967,jul,16.5
Adelaide,1967,may,8.3
Adelaide,1967,oct,17.6
Adelaide,1967,apr,11.7
Adelaide,1967,mar,14.3
Adelaide,1967,aug,15.5
Adelaide,1967,jan,3.7
Adelaide,1967,dec,8.4
Adelaide,1967,feb,6.6
Adelaide,1967,sep,16.5
Adelaide,1967,nov,13.7
Adelaide,1967,jun,16.4
Adelaide,1968,jul,19.5
Adelaide,1968,may,10.6
Adelaide,1968,oct,17.9
Adelaide,1968,apr,16.4
Adelaide,1968,mar,10.1
Adelaide,1968,aug,16.9
Adelaide,1968,jan,8.3
Adelaide,1968,dec,9
Adelaide,1968,feb,8.5
Adelaide,1968,sep,22.4
Adelaide,1968,nov,7.9
Adelaide,1968,jun,18.7
Adelaide,1969,jul,12
Adelaide,1969,may,10.4
Adelaide,1969,oct,12.7
Adelaide,1969,apr,13.9
Adelaide,1969,mar,9.3
Adelaide,1969,aug,17.6
Adelaide,1969,jan,5.4
Adelaide,1969,dec,10.2
Adelaide,1969,feb,5.8
Adelaide,1969,sep,18.2
Adelaide,1969,nov,15.8
Adelaide,1969,jun,11.4
Adelaide,1970,jul,18.8
Adelaide,1970,may,13.5
Adelaide,1970,oct,17
Adelaide,1970,apr,7.3
Adelaide,1970,mar,9.5
Adelaide,1970,aug,17
Adelaide,1970,jan,11.8
Adelaide,1970,dec,8.4
Adelaide,1970,feb,7
Adelaide,1970,sep,22
Adelaide,1970,nov,18.9
Adelaide,1970,jun,17.3
Adelaide,1971,jul,13.9
Adelaide,1971,may,8.7
Adelaide,1971,oct,15
Adelaide,1971,apr,10.7
Adelaide,1971,mar,11.1
Adelaide,1971,aug,13.5
Adelaide,1971,jan,5.3
Adelaide,1971,dec,4.9
Adelaide,1971,feb,7.4
Adelaide,1971,sep,10.9
Adelaide,1971,nov,9.2
Adelaide,1971,jun,12.2
Adelaide,1972,jul,10.4
Adelaide,1972,may,13.2
Adelaide,1972,oct,13
Adelaide,1972,apr,10.5
Adelaide,1972,mar,10.9
Adelaide,1972,aug,12.7
Adelaide,1972,jan,6.4
Adelaide,1972,dec,10.2
Adelaide,1972,feb,7.7
Adelaide,1972,sep,14.4
Adelaide,1972,nov,12.6
Adelaide,1972,jun,10.2
Adelaide,1973,jul,18.3
Adelaide,1973,may,10.7
Adelaide,1973,oct,17.7
Adelaide,1973,apr,16
Adelaide,1973,mar,16.6
Adelaide,1973,aug,16
Adelaide,1973,jan,5.6
Adelaide,1973,dec,7.9
Adelaide,1973,feb,10.1
Adelaide,1973,sep,16.5
Adelaide,1973,nov,12.2
Adelaide,1973,jun,11.2
Adelaide,1974,jul,15.4
Adelaide,1974,may,17
Adelaide,1974,oct,16.5
Adelaide,1974,apr,11.1
Adelaide,1974,mar,12.6
Adelaide,1974,aug,9.2
Adelaide,1974,jan,7.5
Adelaide,1974,dec,9.8
Adelaide,1974,feb,17.2
Adelaide,1974,sep,17.2
Adelaide,1974,nov,8.2
Adelaide,1974,jun,11.1
Clean_Air,1986,jul,8.7
Clean_Air,1986,may,8.8
Clean_Air,1986,oct,NULL
Clean_Air,1986,apr,8
Clean_Air,1986,mar,7.9
Clean_Air,1986,aug,10.3
Clean_Air,1986,jan,NULL
Clean_Air,1986,dec,6.9
Clean_Air,1986,feb,8.7
Clean_Air,1986,sep,NULL
Clean_Air,1986,nov,7.5
Clean_Air,1986,jun,6.2
Clean_Air,1987,jul,NULL
